Student_ID,Age,Gender,Year_of_Study,Academic_Stress,Social_Support,Financial_Status,Work_Life_Balance,Mental_Health,Healthy_Life_Expectancy,Generosity,Freedom_to_Make_Life_Choices,Ladder_Score_in_Dystopia,Academic_Year,Sports_Engagement,Average_Sleep_Hours,Social_Relationships,Stress_Relief_Activities,Depression,Anxiety,Isolation,Happiness_Level
897,25,Female,1,3.1085078786064377,7.8113627778414845,4.784862416440888,6.360589761006889,7.628056867438552,8,2,5.6899026822967365,8,1,6.279475013397789,7.525144658788271,7.8233177732805,5,4.246927851338205,5.255944618583593,4.5591273677120006,5.102064001853334
898,35,Male,1,6.216492383369937,8.314253750786849,9.136364859054652,4.370263702181312,6.9790401572858904,6,1,6.33373049488331,6,1,5.904992912205365,8.359718213000896,6.408864281529135,6,2.8964204875239563,1.4435762792153892,3.2331296557722364,5.265962022917193
899,22,Female,1,2.36573616010683,5.997482207729798,8.895592836915732,3.0474749119964413,6.499770578545457,6,8,1.897955022947805,5,2,6.5072022183196285,7.874240169233242,8.740072643359612,9,3.6747669627811375,4.311523797837791,3.3287485156348953,2.9965201812053635
900,22,Female,2,6.552055827686951,6.908386492971436,7.877280045357889,9.61114886537363,8.327884481298941,6,6,7.893949601751011,10,2,1.0,6.988389885544956,7.668095158171429,1,1.0,4.9690830318898795,4.607660093621805,5.550826786869572
901,24,Female,2,2.9955659621465505,5.412339049537521,5.647775132080275,4.733454590579455,8.318521231835511,7,6,5.76323984989174,2,2,1.8930877326734694,5.7158017890888395,5.601160917329942,8,6.341415005978958,3.165537362529476,1.3801181128463584,3.536308831668877
902,22,Male,2,3.49512952529393,3.252908473760591,6.16597483762502,5.806479793626221,5.580263806017358,6,10,7.963834326537784,3,3,7.009658298966475,6.436446818751299,9.788203953370772,4,1.5563965751552993,2.1363770722875697,2.520331426142156,5.681233543421173
903,23,Other,1,2.066429618768646,7.300689447120593,5.738148389747747,8.021679470040628,6.726759124213114,7,10,6.7764012271039125,2,2,1.9894416476771188,8.589563332862577,7.389218234629714,10,5.29160420312353,1.0,4.047383234080796,5.4661147888740755
904,28,Female,3,3.9971957062287267,7.913358034381948,8.256479566537674,10.0,7.421817523876098,7,9,5.674880765049861,1,2,5.8030772714384105,8.385437781656382,7.028194287978238,7,5.3693861333961,1.883544541310507,1.0983660307786183,7.599088063402319
905,26,Male,1,6.950624916955958,7.393100213630088,4.24831518700978,3.5110271002222686,6.590489877966124,6,5,6.395097256100298,7,2,4.295900687935417,6.38040001989631,5.716700995141576,6,1.0,1.0,1.9152835693744947,4.4801554695542665
906,35,Male,2,6.031256176887913,4.075657423368449,4.388400690231591,6.89965442745302,7.877531998431698,6,4,6.40182187465683,3,3,3.0076215088080063,4.181695713797821,8.769307401411607,6,3.1121647926100695,4.824932280368271,3.209702681441264,2.964616013248025
907,33,Other,2,6.95684422405607,6.473725854885288,8.02054917367203,4.584895429411787,7.421788026865413,8,6,8.952380199459608,7,1,5.699299514294947,6.787310265694881,7.7759131410419595,7,3.810666047997457,2.489719430811308,4.047080939391488,5.581118111800102
908,25,Female,1,6.044285091867872,3.672478359923378,5.911277088976877,4.922419390846578,9.748841860534018,10,8,6.125308985557315,7,3,5.402067007433141,6.712297111870884,7.943857270442861,4,3.219601076628734,4.043303561956989,1.0,5.07158314603786
909,24,Female,1,2.7926603429392616,9.054551661481277,8.756934710907617,4.55957595798642,4.704581296105319,8,1,6.576331015284173,8,1,9.220685304192756,6.750227387959617,6.238702984711347,6,2.998119637607762,5.520603771752231,4.334124806221389,4.673944443304391
910,25,Other,2,4.338421551344886,5.370918126822871,4.656975586038909,3.74869006439883,6.816346015378904,7,7,3.4762204345464505,1,2,3.7503775909282213,7.528539201831402,8.251150857865102,3,2.1283852947320896,3.424357790538476,3.873622044860134,4.137956894171893
911,29,Other,2,3.439601741765075,8.883105414189846,5.89044327932235,5.917417276430677,5.637246232731713,8,8,5.905913103403038,5,3,7.880220240138348,7.876212579321663,8.367720390356203,5,1.572315925497014,5.354149728134887,1.31547752466519,6.5087235856112216
912,24,Male,2,7.661149808078081,8.418804465526218,4.155174030312093,3.0509946259035288,7.9061611831585665,7,9,8.908620203592982,10,3,5.7048458287686294,7.990299547099524,5.996832641828316,2,5.116080469805884,2.2988817661548304,7.4984489444018365,3.102521918645654
913,29,Male,1,2.606422707147377,5.649114471195908,6.014725362847134,7.893615133023741,4.574242164931683,5,8,6.8576420120242965,9,1,3.677956236914575,7.445709140135367,4.874514790478513,3,3.795518288424941,3.772911759480292,1.0989123764514983,5.524141526134909
914,26,Other,2,6.787395378778221,5.300822573098382,3.042906126002402,6.11000587206675,7.51946906533733,7,7,3.8379758604748795,7,3,6.59849291503449,5.1992292980773644,7.872059589008386,9,3.3706433177956265,3.410813882401995,4.469033491436848,3.4636745920986654
915,28,Female,2,6.785907740217539,7.525555324579507,5.024733158090075,6.84486994580288,6.054927352977488,7,3,4.052343328183589,1,3,6.131477008907902,6.658800267306704,4.63997957559139,6,1.0,1.5969685709094257,3.555088364531507,5.5686859757675755
916,26,Male,3,8.659240403432175,5.733513944225393,3.1274922701437644,5.067622776107554,5.898757200818479,8,2,4.517009145178665,8,1,5.071686589716099,9.30408978354919,7.228023666756669,3,2.48662812014824,2.381324188484836,2.1727959796489493,4.337936231232993
917,25,Male,1,4.1806268147410055,7.153726963237311,7.387846466382516,5.265592131576503,4.830252694688969,10,3,7.999262087186967,3,3,5.532590712881247,7.374216734802478,6.329132342819039,2,2.888356774888587,5.8303783576017425,3.180483957983394,5.051357626230164
918,37,Female,3,6.424644319160324,6.275758613789622,7.433178679519303,6.575127810334656,6.302386080698491,5,4,7.753081024584606,4,3,3.8060259379089367,7.367819568443865,8.827997816183382,5,4.681560949969003,2.3102589804004046,4.067321612216548,4.365623179021743
919,32,Male,3,9.563303673077685,4.32826237830155,2.53947453903131,3.671898735188349,8.626750795436388,9,4,1.0,4,2,3.3484257494909864,7.359485939773858,6.410734163849189,10,1.0,1.0,8.709366204677636,1.0
920,23,Female,2,3.764716646132607,3.6542979713133112,8.667771491001146,5.284019131173328,6.962216974705781,9,6,5.837228611431758,10,2,6.518884347645166,7.41537962250599,8.660909458005706,5,1.0,2.3075272815386754,1.0,6.377201305569214
921,34,Female,1,1.9299195049352806,7.340026372741896,10.0,4.280772972243092,7.941520626811712,10,7,6.295276200773833,8,2,4.552121151373452,4.616887818914076,6.228685833455461,1,6.597462537254639,1.4941411007761864,1.0,5.791998402534602
922,26,Female,2,1.2399799321844727,6.1576633805040615,6.092012773472682,4.218862378817971,9.496962732949413,9,4,4.075712942281371,1,2,4.8398340035018155,6.760475683088932,8.499986507589416,3,1.4052340683984077,3.9118455979740965,1.0,5.128492108755861
923,35,Other,1,6.425424057722663,6.170365274628802,4.71777147955071,1.780323518748717,7.395633377233864,5,10,5.21905000611222,8,2,5.559643191888554,6.962107168205311,10.0,7,1.0,4.229587665223691,2.939748032046276,4.304408602487181
924,33,Other,3,1.2336995838828324,8.043795758640679,10.0,8.67865317896,6.161800641906489,6,6,8.661997098259395,9,3,5.530576689567616,8.281495399253412,5.397929292450639,9,1.60365734305101,3.71625783911429,4.330979626707171,7.541503132891165
925,26,Other,1,4.255361894124154,8.760163414948668,3.3620630033949785,4.6269224936924624,7.700878322774185,5,9,6.817686423629008,9,3,2.1413470580518705,7.047672894622296,7.438053582596362,5,1.4123691120094557,2.1810478589402136,3.1929320492646784,5.720923283288767
926,22,Female,2,5.874626374077922,6.591182917957286,6.0402129337381965,8.3267521103271,6.183555780528562,8,6,5.000834719376322,5,2,7.572504172909717,5.353488613398059,10.0,4,4.302254121364583,3.1183676665965825,2.6956169956247233,5.948278943654439
927,24,Female,2,5.370351073659828,6.489101939635208,6.359244545263847,8.137584642788585,6.243365975054246,7,3,5.62538327678392,4,1,5.242364303801357,7.430089156171753,7.099883240354383,3,4.27768300548119,2.36945690171822,6.073336831048637,3.7793761330799818
928,28,Other,2,5.850889728368345,7.750214549670826,8.69029524090483,3.4280005869670127,4.720160800571523,7,1,5.544253742008874,4,2,4.594693474355701,6.196175351757255,7.092682405344473,10,1.0612763799054226,1.0,1.4182348018219697,5.900829078320025
929,29,Male,1,5.444579711601708,4.964596645450637,6.719477950253577,3.8231775286543086,8.389386236626589,8,10,6.563910396370998,9,3,5.861692010339493,5.783214358918582,8.18274842102653,9,2.2421542129270224,2.7757960745179764,6.325036128633248,4.2502843377250334
930,24,Female,3,7.557731626626786,7.334729582121546,5.002732208423097,10.0,6.420996136525841,8,10,3.1405386875279846,8,1,5.473084387229726,6.1658409532834195,7.061621296142131,7,4.073874185673859,8.273324222938529,4.241068179258182,4.45268169570579
931,23,Male,3,3.095367238522406,7.827828957733231,4.097631259224087,9.501851883854286,7.273147368723793,7,5,4.660489400420106,10,2,6.534125378979404,7.542504229664516,4.439161008144171,7,4.140895548305919,1.0,5.999218375960951,5.301543078670403
932,34,Male,1,3.6460097230829374,8.020345312626443,5.316356359507729,5.936962973343792,5.4460571070900405,10,10,8.070792899609486,10,1,6.0759673443018825,8.25876123976007,8.698431062258408,8,1.0,1.0,1.1141612356685042,7.317967322441337
933,39,Female,2,3.454681109458352,4.094870946246303,3.9861452781097118,6.514746212834699,7.653921444573209,6,10,5.854867026081619,7,2,6.435692457992533,7.482929945177586,3.995577379202211,10,1.151833861119789,5.847886761528017,2.295605873231259,4.565620410919869
934,27,Female,3,6.66038362372522,5.857967095286589,6.0956506395693655,4.738307194105623,5.857088142797375,6,3,4.300183494479749,3,3,7.701987811455032,7.632023223617021,6.374812523292487,1,7.232664687453676,3.897307142903217,1.0,2.6574330957512484
935,23,Male,2,6.800797176790127,5.6826051207648,4.871607640279027,6.86470542840068,6.7874369174472635,6,8,4.382679916684573,4,2,6.767249097941944,7.473045272838001,8.811138623734973,4,2.4805662918696005,3.5958809423312177,3.600390477545009,4.598225403073161
936,24,Male,1,5.902450638637016,7.14983043161382,3.0119244134204988,4.565636198555057,8.31673904685869,8,10,7.441687204261371,9,1,4.679027559342875,7.101327176860468,6.4651863570358215,5,5.986896903477795,2.2828466138106283,3.6418649703258774,4.145499713112055
937,22,Other,2,7.366987333779855,7.721116869651976,8.510291576749808,1.9352924714032307,8.186138968348795,7,1,4.964389469339768,8,3,2.7541976878463346,7.696930634962758,5.959455261303393,5,3.4572219854103152,3.4525058802989004,7.0170114685775555,3.9527101360130126
938,36,Other,3,2.6439182652472386,9.245065611168972,5.004654953141921,3.356888426977898,6.9669548912245896,10,2,7.021806758173165,1,2,8.33559586600903,4.581224532930579,8.31889585774984,1,5.190049874438565,3.1035351792500006,3.1616263692152273,5.028579435249883
939,23,Female,3,8.334448223102275,6.2575517794478905,3.463726390049375,6.042185495701174,4.347803450939923,7,3,4.746331358217046,3,2,4.524553253305775,7.111088351304833,5.72332781974842,3,4.250572073322813,5.6215333355375545,1.0,2.6496360158448318
940,28,Other,2,8.046477243424516,6.2536412525361795,5.663481731024917,3.7378655289948246,10.0,7,3,3.740070214666691,10,2,4.053785173278955,5.955074965377748,5.166661420612069,2,3.341991027780834,4.833904150117641,4.888386958826126,2.443469098684754
941,24,Other,1,6.471243994491493,8.72450802831812,6.136743131935318,5.865445070172931,9.618788455409703,10,8,6.488895916994906,2,2,1.5265463644711215,8.162902572544139,7.4117709812399255,7,3.3183238028463053,4.204478290265828,1.1733364949882727,5.093205028729914
942,28,Other,2,8.56359781754212,7.444865407795458,2.507066548841933,3.850677921134274,8.084012237332448,5,5,5.805237988173065,2,3,5.676946210624223,6.85284469478314,6.725615052381114,5,1.0,1.6345621008600608,1.0,3.4095278519538406
943,30,Other,1,1.6867535846444524,8.90147726678196,6.663295334251526,4.435292154996013,5.870194327613544,10,8,7.370248676830612,8,3,5.29777320790754,7.03094808826783,5.134490328716737,3,2.6666499037866185,3.457919261562194,4.403960111527399,6.102153421062523
944,34,Male,2,3.9511037274746963,7.433092004514754,3.905684862619471,7.706330612826384,6.829611757447053,5,6,7.7682486420628,6,2,1.9697701275010386,5.494928125746196,7.955428809992305,8,1.9559128817479674,1.7691715047804784,1.4642603879954568,5.280036872510563
945,24,Female,3,3.5293930786360956,5.264325071930093,9.422057618381576,6.4949610952802095,6.184869355335224,9,2,5.2840662224932045,6,3,5.906548084266351,8.016830889012851,7.696731408365851,1,2.3443316196772446,5.456935018071019,1.8021980067270342,5.757494691291614
946,22,Other,1,6.442958647514686,5.00030746783329,7.047921024153469,5.980671157373306,8.895783908644582,5,4,6.697867654702228,4,1,4.003616158597122,7.627328120273809,6.460367475091552,1,2.260867176254213,1.5700350837327401,5.8049755882151866,4.649448681103912
947,23,Male,1,2.899718520795709,4.672731626411606,5.2002000197813665,7.757927946141303,7.393754336277751,6,9,5.222380429081253,1,3,10.0,7.556947882340503,6.56300199081258,6,3.3247984035114566,2.7309786341213567,4.0271205762213045,6.309771770648469
948,35,Male,1,6.514990298674971,7.99307775213771,4.509664459365299,6.961217186694695,5.823754212460251,6,4,7.2672939281427755,7,1,3.8612776158182633,6.186977147831177,7.705589113013735,1,4.2759071663908985,1.0,4.194031357876549,4.538484010117881
949,34,Male,3,7.741072287993427,8.782895234630512,5.790064584872752,8.893126582502735,6.293867351312827,10,5,6.4668309222146165,8,1,4.129613335604414,6.22636015506187,8.7855421296281,4,2.7249502192974235,2.0037298036329982,1.0,6.3451994365572215
950,29,Other,2,6.390405800167999,9.774043212079572,7.22558148316658,5.08028147536972,8.681782213854857,6,5,4.7523269652744515,2,3,3.2504475514912645,7.223599454445905,6.575810184836013,6,4.909762051647423,1.981140548693281,4.411088934924319,4.56782645065719
951,29,Other,3,5.567502047323003,8.26465799848486,5.949011742829601,5.140730042944982,9.400146770230718,6,10,4.5848442179629725,2,2,7.5557530420839445,6.305501589751949,7.982032739512217,1,2.169102319468953,2.6945615258834468,2.4451425833418696,4.468183666554571
952,30,Female,1,3.0242533181985016,8.74425786630248,5.565682385726287,3.3977814672173094,9.292497345229368,9,8,6.53733585020767,1,3,4.254448411070494,7.434892962677338,7.847800325626899,9,3.1733932009263937,1.200742543128981,2.111776009243239,6.592291842929059
953,23,Other,2,3.306298067749271,6.129975501019473,6.116740581635791,5.14203856525516,8.135548097580966,6,6,8.324382105305165,4,1,3.5501716924690063,4.839087397233278,8.318960939063464,4,8.046741235327097,5.431257384898161,3.8169896609144915,3.8007872270234886
954,36,Other,3,7.499237810593334,5.265376274884215,4.79228213752609,7.929539788604892,6.621062696796045,8,10,7.802592422412052,6,1,6.413910019841085,6.5124554435934074,7.058963798115198,9,1.0,2.625870066655068,3.0166302104562694,5.698505192148641
955,26,Male,1,6.558698007810665,8.27511899862633,5.313588146313925,8.599974744524268,2.137729262006319,8,7,4.11398119204019,5,3,2.2392941291736297,8.796753465426491,5.631511728900463,9,2.157217159841148,1.932761354693153,1.0,5.316623000004415
956,25,Female,1,4.921960961244912,7.6265211283591015,1.828415122189992,7.920610336173336,7.4457400357123324,8,6,4.324313407954888,4,1,6.2502210924978945,7.439485827995765,6.306251270200046,6,1.0,4.539373487124026,4.904004752620753,4.193401335726169
957,27,Other,3,4.164180908468219,7.1611665615113385,7.947452461704735,2.4116162669011274,6.99725686173385,5,5,4.619044576867156,4,3,8.562799433201715,7.166793664530993,7.514280198672472,7,3.456894546215737,7.324797979380309,5.095090869171966,3.7322458995988654
958,22,Other,3,1.0,7.581057220949485,6.597595560643524,8.166290425321469,7.2099731444820305,10,5,4.806874140830694,10,3,6.133215665670178,8.985226535671357,9.727696567572389,1,3.03307472002309,2.1915281448473802,1.8253047594542502,7.267572031347722
959,23,Male,3,2.8582951626311224,7.484778223687309,4.45308831193314,2.3229627534558586,7.080846020549809,10,3,2.366679792961791,7,2,6.2757966325198495,4.664046381198564,6.273970565205582,5,3.251439086882507,2.509691631754546,4.217823109806221,2.8696732971086067
960,32,Male,1,8.822838174279447,8.925725289780342,9.797469962710478,7.796234648244695,5.010606757076264,7,7,7.58008640825944,7,1,6.740120433814967,6.184688885211893,8.207181165291098,3,1.1768891058018214,1.5234129007224322,4.827001423368485,6.343982018897866
961,22,Other,3,2.4390888579950665,8.942478377225434,6.174032960784773,5.26443094685789,7.836112835276778,9,10,5.088234529255962,2,3,8.419416057351038,6.598826828252611,6.50791532398486,10,1.4765935050199535,4.3240568711924325,1.0,7.523990038027093
962,29,Female,1,5.378959642442162,7.8163305285105205,3.9277128560496064,7.405066627867711,7.948324471047775,8,5,6.924148511795034,7,1,7.419787920038209,7.85835123300539,7.165703133829203,10,3.108114981815028,4.910743211025325,1.969530866022045,5.129211889828771
963,24,Female,3,7.014887946390397,8.268704308844391,7.713474842940917,3.335103304210868,8.023508173089489,8,7,5.3684839835658105,2,3,5.879339444546048,7.875656363228236,9.273095123895388,6,1.0,2.9072439460925934,1.0,4.872584907781122
964,25,Male,1,2.490154663995415,7.771093828637164,6.7960964330185245,8.342335265412293,8.41986550536008,6,2,5.954068199371099,4,3,6.807782801272003,6.133993291017374,8.14643887213065,4,4.7630171753678985,2.1232656847780547,4.268087466441118,5.1881862696572645
965,24,Male,1,5.3694209495621665,6.308245401948072,6.789159970968439,3.070050507790222,7.906077467382435,8,9,4.629628243178985,1,2,3.228130149069779,7.99795432214255,5.138051090888565,9,1.0,4.06792044311798,3.89301219316325,4.537772935261775
966,25,Other,2,6.87583107502131,8.13484701236971,5.148488790696819,4.663090178293645,6.384955882691633,6,8,5.943484493403521,5,3,6.552587181494644,6.5966852326782925,6.141287464282613,7,2.6980890342622104,4.479340066125645,1.6894369318611315,4.848750026333399
967,31,Male,3,5.0249986438145005,4.908257396711107,6.90099144755607,4.00381074446193,6.893744728125864,6,5,4.2575083763709785,1,2,2.9888880576325048,8.211639625649166,8.884332016662038,4,2.1284161879894294,6.108084933737163,2.6995269850109045,3.8348237113846584
968,25,Other,3,10.0,8.580837328443824,5.476483419557811,2.491430294355002,7.136687300880065,7,2,5.9583208944575246,4,1,4.265955162736747,5.967357301877942,7.212817063942743,6,1.9999038314911364,1.8349335569434946,2.263745028889366,4.705110800899494
969,28,Female,1,1.6628014822436095,5.208215590350948,7.111882903291685,6.189055135176937,7.161549173659928,5,6,8.914446150131912,9,2,1.0,6.87668840093384,5.276739820576205,2,1.0,4.7046713661485295,1.0,5.158890916636954
970,26,Female,1,7.117457059767758,7.428704930192099,2.1901110919787223,9.612178235673923,8.497326483957595,6,8,7.041209436322008,8,2,5.802859318734924,6.50983268462344,5.771571332539419,3,2.911608530089126,3.211563971301133,5.600651220486257,4.438403604398435
971,30,Other,1,4.654396525207071,5.7322690623607615,5.132253074041622,10.0,7.965503129533737,6,7,6.5821038020527265,6,1,3.7122559777832946,8.056030371565713,8.055240284066757,7,1.0,1.0,3.5103498355891953,5.547585349381711
972,37,Male,2,6.54384030967335,7.83008347461164,9.444310195616389,6.194311574172495,10.0,10,8,3.3605183639320115,8,2,7.2222904304089255,6.477218783433829,8.491615421826445,4,3.280384335600372,6.044409264243619,2.711459184702026,5.952123503152878
973,32,Female,2,5.8826143033984915,6.949112161108137,4.465865089199399,8.233362550135045,10.0,7,4,7.134512804116,5,2,5.780385221210805,6.957551470988244,7.026782952223262,10,1.4810297178040737,3.594960687254331,2.724424373397441,5.880714518442528
974,24,Male,1,3.533687605780007,4.607866062755002,4.792323405013627,6.464189275857074,7.1194743739208874,6,3,7.3289067687195075,7,3,7.248191789403251,7.506811397663049,10.0,7,2.8994591274558044,4.213608116845284,4.4154613335597315,4.145047108772117
975,22,Female,3,5.45799278491868,7.631049446527719,5.10407732310005,6.997766389536426,1.2450166773109457,9,7,6.536531419064404,8,2,2.8328069106549245,7.545258483026119,8.236228545183458,9,1.0,4.892635033125439,1.0,5.549653784970508
976,24,Other,3,1.2841970972034256,6.133118834750934,3.5703877282227134,5.315702697745523,8.8552486991909,5,2,6.428564983476262,7,3,7.0767720743192655,7.886952607473171,6.634778395550649,5,4.8245563939524345,4.192112418092208,1.2492580094250423,3.167298209584315
977,29,Other,2,6.2064950011427875,8.321720081220054,1.5834384475434957,6.390153850845204,6.1894354915194185,9,5,5.7196376127782855,4,2,9.211712688726653,7.211124776844667,5.776440927850984,1,5.192682028215877,1.0660148602903912,3.4259346803892465,4.250301690961236
978,22,Other,2,5.596316931981051,7.001988533101611,5.538827202952774,7.074957409212857,5.79777411725349,8,7,7.298805031644926,5,1,6.528316599863789,6.581751084720169,5.537673543041437,5,1.8958333051732872,4.349357481667347,5.23114572963722,5.810883881563278
979,27,Female,1,6.277320337286205,7.593131478082057,6.271718848163314,4.843080542247337,6.4023320875159495,5,1,8.794021109973045,10,1,6.580698017384577,6.650301254641249,7.503131980720554,6,8.602820756438355,3.9932611174002988,1.0,3.6090381709059995
980,29,Male,3,7.116236650174301,5.563646567477182,5.894989862922696,5.845011400214024,6.33003542977809,8,4,6.661056345810831,6,2,5.33919535278987,7.025672315207612,6.2668344326298895,2,4.521431266751149,1.0,4.99214467823793,4.072025966300362
981,25,Male,1,5.735239680419422,6.116001652858957,5.7102428761042265,5.883139762005023,7.918404715158089,10,2,4.056565641446146,6,3,3.9506624388692715,7.249592476074383,9.510615630975137,8,2.4835618931944077,6.332074493795097,1.583965116351011,3.8544124084619766
982,32,Male,2,5.296178839596553,6.312042045848373,6.0860817417007755,7.652806634661049,4.660846331310662,6,6,4.209565711694889,9,2,6.522384745403017,6.852828352151564,9.19946770437679,2,2.0180985695478366,2.2453509682596424,2.4268493861275484,5.627603957306874
983,23,Female,3,3.2378633266774157,8.285053720363834,8.045682943101529,3.867935656744639,5.383418881312598,7,1,7.452479746541929,10,3,1.9878341791958634,7.019203420965547,7.949599821245841,9,1.4373280429887387,4.991135227226669,3.067623392462711,4.687605956904697
984,22,Female,3,3.575558472701898,9.516065631708233,5.619107628141567,5.896915582784697,7.514737831296125,9,7,4.072817189958559,2,2,4.164489750158367,5.482746139427895,5.231505740564657,2,1.818522892831141,2.3279994358098604,1.0,6.022925992004564
985,31,Female,2,7.3734692403546624,5.792242372385686,4.8518348458254605,9.824010938105395,7.934416045619962,8,3,6.402109974621139,6,1,1.4578863953256356,7.667355284454678,5.991671691171392,3,2.780261192142452,1.933577092932366,1.0,4.700948199075437
986,27,Female,1,7.8726708114119575,8.61527221698652,5.437749030223827,8.328120305171876,7.962312467404018,6,1,5.308914517165019,3,1,3.5926872453698344,7.18111228888943,8.883516288611652,8,2.9124817389104685,2.8421561837429206,3.415087748712794,5.149870329628892
987,31,Female,1,4.523779127375892,3.745483873411447,7.158693519513552,8.69835809777741,5.819445581600052,9,8,3.855528093289388,2,3,6.284090183787122,8.001870413541088,6.1554007003073465,6,1.0,7.243449111187921,6.789690091105383,4.408056935443742
988,26,Male,3,5.092005494506548,5.208715898361566,8.8240537570865,6.048863680356068,5.53260152610064,9,7,7.6645391771484155,6,2,6.010786752440927,7.0001605074070845,8.683212600879287,1,5.709488467233612,7.02588675952995,1.1076143946809982,4.551147669695427
989,24,Female,2,3.190771250012468,5.561832315719838,4.743712521661643,6.641995127372047,6.240047749318121,10,2,7.413540774123791,4,3,5.1018273910709455,5.261602421478214,7.7119058845521415,4,4.5735428813418055,1.9309340106522555,1.0918842590530313,4.63293269828682
990,33,Female,3,7.34551369053489,4.971236965838917,6.197867574057767,8.00447233340585,7.359809128427088,10,7,3.288701393463963,5,1,5.340801988124022,6.641553810693325,7.077576827219781,5,6.694478869741977,5.494684269329204,1.0,3.0449671357826262
991,33,Male,2,6.330833647383558,4.62461741531863,6.676714883871919,9.120511059061862,9.228216053908824,8,3,6.962886924623656,5,3,1.2282707642715813,6.800070076881584,5.945750780596838,3,3.7357810032524847,3.0467346011711913,2.548889414659157,4.2015711094507235
992,31,Female,1,8.882434872927497,7.619498368206696,4.014843986542354,2.0967941742342266,3.9288442213438746,6,9,6.670519989898744,3,2,4.25487543885817,7.7429033054335985,6.858634234712873,1,5.093446704525918,7.036629808611768,1.0347139091998556,3.1544721079914324
993,24,Male,2,3.243353845640522,6.678898453408208,6.040834334425837,3.3691173859003087,6.66890686456245,7,8,7.674914404717025,4,3,3.6372967871295803,4.929726455486605,7.284471932312347,3,1.0,5.305741909779143,1.0777684438619717,5.762542226630976
994,29,Male,1,4.243984201963565,7.569108096407665,3.06865228531581,8.618888202805296,5.000982338462194,8,5,6.333563877311285,3,2,3.6818806189709186,7.041179516948935,8.548808347451683,9,4.204489392582477,3.558110894921626,3.4203490349065024,4.227037751101159
995,25,Other,2,5.462891845051145,8.03570902918227,2.4618993925212025,5.446221288462393,4.521635983969766,9,7,8.853672283511303,7,2,6.199157255627506,7.513675215793306,5.671396599049368,2,1.0,3.1627641104524655,1.0,5.274493306479001
996,22,Other,3,6.292979075451541,7.3984254897588,6.733492815784514,4.656558421483846,8.450434968017225,9,3,5.746678236938451,1,1,3.278985346989379,6.338512114718481,6.605774736210828,1,1.0567739510829064,4.216779204336837,6.2446180657851835,3.5699470483526383
997,36,Other,1,4.568664724904735,7.98664476422556,5.232250517338434,3.4916780260087923,7.816936861749008,5,1,5.455811205031667,6,2,3.7906382997451784,7.0746280098168475,7.067234697898427,7,8.013099781304938,3.967013453362622,1.0,3.085641904809774
998,23,Other,3,3.254077819092599,6.895701570636596,6.404560815242438,4.889966596911782,7.674150273920893,6,1,4.050418244804319,4,2,1.0,6.372963490850156,7.994017536529247,7,2.3002211521367233,1.0,5.26287548993738,3.31200661415038
999,37,Female,3,6.762815057847142,5.219509917541383,5.9642100459833,3.1952614331523503,8.38153875959649,5,2,4.132116185163983,1,2,4.411753639247661,6.270427066779609,5.637303493715835,5,2.9617270364301826,3.4156267817715604,6.945963141140181,2.010803822409764
1000,26,Other,1,6.442270725091163,8.586721271231195,4.047199902672405,10.0,6.280421654850796,10,8,3.951030001969123,1,3,2.8243249045727605,6.591580149868683,5.025145310669178,2,4.403881954438052,1.6966376150184581,5.396175926979415,4.782139999526294
1001,23,Male,1,3.16745179887255,6.116331800828309,5.909491396071327,5.955127896038853,6.351043725499707,7,1,6.436799290821545,5,1,5.158405857379287,6.2893080075329895,8.010947727565075,1,2.9224246337766138,1.9406123284300651,5.147576951258346,4.440186104610322
1002,28,Female,3,7.7108856022109915,5.596605551856361,3.5337973899702897,5.8840989164745645,10.0,8,5,5.461801362647065,5,3,3.0977839065150707,7.683618311936333,4.723076327579945,5,1.0,5.229104390638458,4.592320845275865,3.785471644119874
1003,34,Other,3,7.3403974183932075,6.733123186293403,8.781944716002801,7.176153350335664,6.630143418610638,9,9,6.66138645331371,10,3,5.209084491098432,6.265048123164622,8.927469572143252,10,1.0065178958357142,3.4074975563059287,3.4275430950976715,5.954487175300801
1004,32,Male,3,5.268592994495585,5.6307836210552304,3.2880593102800724,7.924690338533139,8.102698169581137,6,9,3.5815024910767925,7,1,4.710628478515313,6.097089992952073,6.766110853775638,4,4.602946488762808,2.0909596907315935,5.357607425854868,3.79880834116072
1005,33,Female,3,5.159195724752073,6.373854427015852,5.6084294580628375,7.891776313109279,7.009572311444972,9,2,4.288615599652545,4,3,8.344083546084642,8.767928666839534,4.678703376588331,9,3.5965404649934953,1.0,2.4788304923676074,5.745119264488953
1006,30,Female,1,6.108115542231815,7.5160808823452,3.915456823905503,8.147243887815144,4.227612204882377,10,7,4.2549132464489805,9,3,5.9944359609063875,7.9607400118240355,6.279369670894758,5,4.67276108566669,1.447907674803204,4.730443790145025,4.916557889100026
1007,31,Other,1,3.276593859487484,7.5225126088691905,7.140842346721591,4.738308898418287,3.9330564942980977,5,1,10.0,4,2,1.320724254875394,5.138486639340799,7.568685449603856,10,4.174763716575858,2.881114685690821,5.2155611737939545,3.349054603469266
1008,34,Female,3,5.060062958328165,5.653254900361556,5.337137257436995,5.404266390086278,6.131523670090143,5,3,5.668637342177263,7,3,2.470222311794583,6.235231710147467,6.200948368667533,2,3.120922022908063,6.371718462673863,4.017024681287828,2.2751554955891904
